0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Reggae,Gondwana,Quemando Tu Pecho,5MRAyyeWEQvcsf9BdruIIY,53,0.000208,0.691,259283,0.697,0.000786,D,0.136,-8.364,Major,0.0302,102.999,4/4,0.376
Soul,Ron Carter,Light Blue,1aScbLgIXdvopADfbla929,46,0.977,0.434,404027,0.0821,0.942,C,0.0784,-24.013,Major,0.0447,113.79,4/4,0.0383
Classical,Hector Berlioz,"L'enfance du Christ, Op. 25, H. 130, Pt. 1 ""Le songe dâHÃ©rode"": Marche nocturne",3LjnKFFy24ctECYJGGb1Vt,8,0.945,0.212,239000,0.0286,0.911,D#,0.386,-27.518,Major,0.0361,73.381,4/4,0.129
Country,Chad Brock,Yes!,1PrZOkFxJqTZAH8P3x87hW,48,0.00408,0.674,206733,0.623,5.61e-05,D,0.0488,-5.97,Major,0.0283,126.547,4/4,0.452
Ska,Rx Bandits,"One Million Miles An Hour, Fast Asleep",3XnWHOivhtHntmsHE5youq,26,0.000121,0.473,174200,0.974,0.000362,B,0.362,-4.676,Minor,0.0756,102.333,4/4,0.534
Country,Mel McDaniel,Baby Got Her Blue Jeans On,6CiEVPc4ifFFLpCiJDNM3h,39,0.325,0.599,167367,0.763,0.00184,A#,0.0924,-4.312,Major,0.0297,112.447,4/4,0.919
Anime,Capcom Sound Team,Serenity,3yJWJiofNlTzZkUSqcRzDO,19,0.659,0.255,81427,0.227,0.818,G,0.109,-22.051,Minor,0.0435,68.329,3/4,0.179
Indie,Leven Kali,Sumwrong,39Y2HHQetiQ3aZzTgvW4Ir,52,0.00737,0.701,188619,0.587,1.05e-05,F#,0.041,-6.767,Minor,0.0567,68.878,4/4,0.582
Comedy,Steven Wright,Babies And Skiing,1BTwwY6Fi1Bwz24PmleP4g,23,0.812,0.458,142293,0.855,2.69e-06,F,0.95,-11.578,Major,0.908,83.292,3/4,0.0658
Ska,Rancid,Arrested in Shanghai,3eMpWrJhO6XsiOanQTDpax,42,0.00279,0.718,251261,0.87,0.000133,E,0.0736,-2.574,Major,0.03,100.043,4/4,0.586
Comedy,Jay Mohr,Mr. Mohr Jesse Peed on Us (Live),5fEAmD8FgBeiP0F9oq0UmF,11,0.869,0.617,277444,0.493,0.0,D,0.785,-20.777,Major,0.941,87.852,4/4,0.198
Blues,The Black Keys,Gotta Get Away,0zo4T5c5VV42554ySEc5J6,52,0.0175,0.475,180173,0.836,0.0,E,0.104,-5.446,Major,0.0529,123.144,4/4,0.723
Classical,Gustav Mahler,Symphony No.4 In G: 2. In gemÃ¤chlicher Bewegung. Ohne Hast,4fR9GuWrHnRgJgq6EPwWFy,26,0.928,0.308,571000,0.0224,0.353,C,0.114,-31.098,Major,0.0387,128.544,3/4,0.0971
Rock,Shinedown,If You Only Knew,0CkSF2TAqIu8TJaVwwAOnT,56,0.000347,0.449,226640,0.956,0.0,A,0.325,-4.011,Minor,0.0398,97.011,4/4,0.321
Rap,Paul Wall,Sittin' Sidewayz (feat. Big Pokey),24PWKmemCvqfyVXODhoKHW,64,0.00469,0.721,228933,0.621,0.0103,C#,0.199,-4.378,Major,0.306,159.967,4/4,0.568
Electronic,Waldeck,Our Day Will Come,220LAnsNbXlEXf78kSZQct,45,0.315,0.918,286259,0.644,0.236,C,0.142,-7.656,Major,0.252,137.588,4/4,0.714
Comedy,Josh Blue,Red Rover,7AkA0Q8Ud6V6DoRkXCdqoF,15,0.894,0.55,165919,0.789,6.05e-06,A,0.709,-13.412,Major,0.917,51.344,5/4,0.164
Opera,Adolphe Adam,Giselle: No. 4a - Allegro un peu Loure,4pReYHhvSHexcJ1VimVlhL,14,0.926,0.446,98200,0.0157,0.00157,G#,0.0789,-25.392,Major,0.0343,141.769,4/4,0.0897
Rap,Logic,Slave II,4Mr73gFwZUeFnrfRov23we,59,0.0215,0.503,196893,0.494,0.000639,A#,0.109,-6.177,Minor,0.128,90.677,4/4,0.134
Pop,JosÃ© GonzÃ¡lez,Stay Alive,0ZNYGrmcehorhh9JOeg5Iv,70,0.736,0.718,266907,0.302,0.163,F#,0.0887,-12.086,Major,0.0372,129.999,4/4,0.333
Dance,Dada Life,Our Nation,5TapreC5We2qtAAS2KdU9y,45,0.145,0.692,223373,0.919,1.43e-05,G,0.15,-6.268,Major,0.143,128.043,4/4,0.25
Indie,Modern Baseball,Rock Bottom,2fz0ZdAu8kcqdXQ3IuN3YP,51,0.00515,0.386,132811,0.917,0.0,C#,0.0334,-4.788,Major,0.115,149.975,4/4,0.619
Children's Music,Kimbo Children's Music,Epaulement Exercise - Moderate 4/4 Meter - Theme & Variations - Tchaikovsky,7vHwiUSNDJ6OgjvsaojLVv,0,0.992,0.378,175907,0.237,0.878,G,0.11,-15.269,Major,0.056,97.232,4/4,0.677
World,Bethel Music,Breaking Through,63HPCQUXk4bmn1J5jCnQY1,34,0.00419,0.393,444195,0.785,0.0,B,0.0896,-8.065,Major,0.0435,132.99,4/4,0.193
Rock,Journey,Any Way You Want It,71SvEDmsOwIWw1IozsZoMA,71,0.00251,0.529,201693,0.932,0.00109,G,0.136,-7.501,Major,0.0488,138.158,4/4,0.571
Folk,Wilco,I'm the man who loves you,70gsdxSzE5lCKCCYj2F1Yr,45,0.0458,0.587,235760,0.74,0.0335,F,0.305,-7.554,Major,0.0396,94.014,4/4,0.89
Movie,Dick Van Dyke,Step In Time,2yRI3BgrorpFpeaY8b3HMr,25,0.719,0.366,522933,0.635,0.000629,G#,0.389,-12.321,Major,0.0549,77.529,4/4,0.396
Comedy,Katt Williams,Arrested,1nDzGCkuSj6UJHaSJTgMUk,31,0.749,0.484,176707,0.986,0.0,F,0.969,-5.926,Minor,0.831,84.88,4/4,0.0908
Ska,Maldita Vecindad Y Los Hijos Del 5to. Patio,Mare,1dyq00hEjeoevdwoa1gyJw,34,0.13,0.851,217427,0.587,0.00103,G,0.0488,-9.391,Major,0.0521,108.164,4/4,0.763
Pop,Andy Grammer,Fresh Eyes,5NDUXbMwcnTQp66tI2zcdR,71,0.548,0.828,198001,0.56,3.66e-05,C,0.15,-6.685,Major,0.0327,122.054,4/4,0.872
Soundtrack,Max Richter,Path 19 (yet frailest),0LNqfAZtLP1uzWSxC2vjBu,41,0.989,0.433,470613,0.0476,0.83,D,0.0754,-27.66,Minor,0.0347,132.044,3/4,0.42
Anime,Official HIGE DANdism,Darling,2NjLpaeTGw4yAfBcdeO7XE,18,0.453,0.654,314240,0.624,0.0,G,0.0616,-3.586,Major,0.0277,96.035,4/4,0.748
Childrenâs Music,Divinyls,I Touch Myself,6oNvmplQGUkmAh441Teows,60,0.181,0.66,227640,0.711,7.47e-06,F,0.0647,-10.211,Major,0.0334,109.328,4/4,0.726
Comedy,Eugene Mirman,"Leaning In Chelsea, Born Gay, Gay Brother, Sneezing",2jsfq8kyO2PphCyvtkDWBf,16,0.788,0.519,107413,0.197,0.0,C#,0.658,-28.07,Major,0.887,62.583,5/4,0.5
Jazz,Zero 7,Passing By,7fGAChEASw3sxA1TFRhPfx,58,0.357,0.586,291040,0.426,0.474,C,0.0762,-10.904,Minor,0.0242,80.941,4/4,0.21
Indie,Whitney,No Woman,1CLmFKW99S8eJrebO3GB04,63,0.893,0.581,237973,0.4,0.576,D,0.161,-8.739,Major,0.0291,112.331,4/4,0.433
Movie,Lorie,La REINE,5KucVMlQ73J575MiLdQ2Hf,17,0.000664,0.608,218907,0.954,0.0482,C#,0.0767,-3.089,Minor,0.0378,141.992,4/4,0.377
Anime,Capcom Sound Team,Bonus Game 2,7iHArhaxxfLoAaVWipm54b,11,1.65e-05,0.539,84640,0.687,0.8,F#,0.0813,-12.825,Minor,0.0379,109.944,4/4,0.388
Soul,Leroy Hutson,Cool Out,5Pp7GAMJHAW31meFVjNg58,47,0.121,0.485,180707,0.34,5.05e-06,D,0.0895,-10.058,Minor,0.0294,90.857,4/4,0.17
Reggae,Dirty Heads,Spread Too Thin,3mdDdrgDEKVxd5GawWjKqy,52,0.111,0.691,180575,0.786,6.7e-05,B,0.239,-5.947,Minor,0.0503,164.126,4/4,0.632
R&B,Monica,The First Night,5rWzxloNXvbRPhlC1O2b6T,45,0.139,0.671,235573,0.766,0.0,C#,0.26,-9.218,Minor,0.0634,152.088,4/4,0.906
Electronic,Ganja White Night,Blackberries,3XnlTPupDeJj6XuiWfk2PL,36,0.00495,0.746,411429,0.436,0.0264,C#,0.118,-9.313,Major,0.225,69.999,4/4,0.151
Soul,Anthony Hamilton,Comin' From Where I'm From - Remix,6MStcXgiViwVTYDPfwWQIb,33,0.0548,0.609,276467,0.79,0.0,F#,0.184,-7.504,Minor,0.418,160.211,4/4,0.61
Rock,Gary Clark Jr.,This Land,0Jxl1PdSbiQPYRPVdzBdES,57,0.019,0.506,341667,0.921,8.09e-05,A#,0.0677,-2.967,Minor,0.0606,82.033,4/4,0.279
Comedy,Carlos Mencia,Grandpa,0tj5lhcZ8nsjuhBStKhtoZ,18,0.821,0.573,141933,0.69,0.0,A#,0.701,-9.289,Minor,0.938,48.375,4/4,0.517
Dance,Luis Fonsi,Calypso,4178A5NkEjcsGc64jpBO6d,78,0.138,0.866,200347,0.859,0,C#,0.401,-3.087,Minor,0.0587,109.972,4/4,0.923
Hip-Hop,WizKid,Ojuelegba,6cTLhp8a39TClL2iqGpPVc,57,0.146,0.644,216243,0.748,0.000346,A,0.203,-5.862,Minor,0.0349,100.037,4/4,0.901
Dance,SHINee,ë¤ê° ë¨ê²¨ë ë§ Our Page,7CMvRsZOfIIM1Hg4Yyqb3k,53,0.295,0.674,239721,0.752,0,F,0.164,-4.657,Minor,0.0326,107.021,4/4,0.348
Hip-Hop,Chris Webby,Twist Again (La La La),0Uv2UAxL08uAXiIzFk2lVx,56,0.0454,0.739,260000,0.812,0.0,G#,0.205,-5.89,Major,0.0811,102.018,4/4,0.751
Indie,New Politics,Harlem,573latfTMO7SpGtStVrQx5,60,0.00189,0.603,163627,0.952,0.000445,F#,0.317,-3.699,Major,0.0947,133.97,4/4,0.588
Blues,The Allman Brothers Band,It's Not My Cross To Bear,5YZyXcUMthPEKipUUBzH5W,33,0.588,0.336,303521,0.411,0.00365,E,0.224,-13.638,Major,0.0406,129.725,3/4,0.34
Electronic,SVDDEN DEATH,BZZRK,4L6i1rxmxVKwEPYpQl5jZN,37,0.0973,0.585,241633,0.876,0.108,A#,0.105,-1.613,Minor,0.279,146.755,4/4,0.495
Comedy,Robert Schimmel,Sea World/Santa At The Mall/Demi Moore - Spoken Word,1BRNkRDQkbPTVCmken2QrW,13,0.789,0.543,260347,0.727,0.0,D,0.66,-13.615,Major,0.945,78.745,3/4,0.351
Country,Claude King,Wolverton Mountain,7GjmzKbriJewFNDPJtVjey,39,0.806,0.629,177573,0.335,1.21e-06,A,0.217,-15.039,Major,0.0499,157.193,4/4,0.834
Folk,Death Cab for Cutie,Near/Far,0mFkb9lXyTIrhy5nPAyrs5,50,0.0558,0.578,221787,0.951,0.171,F#,0.142,-6.105,Major,0.0343,137.983,4/4,0.867
Reggaeton,Zion & Lennox,Quiero Tenerte,5buC4eluAQu9K9S8hIjiTL,41,0.0284,0.805,253022,0.837,4.22e-06,F,0.0668,-5.504,Minor,0.0424,95.977,4/4,0.755
Reggae,Los Pericos,Runaway (En Vivo),2PMSOgAP1A2TYbRqGCS9ak,47,0.105,0.584,247941,0.704,0.00573,A,0.867,-8.435,Major,0.0566,81.054,4/4,0.374
Classical,FrÃ©dÃ©ric Chopin,Chopin : Ballade No.3 in A flat minor Op.47,7LgDKQog51nqpgD1Fwl5Gt,33,0.991,0.289,446680,0.0784,0.894,G#,0.116,-22.113,Major,0.0448,72.056,4/4,0.0549
Reggaeton,Guaco,Sentimiento Nacional (En Vivo),6GXMYepJ55UtRqb0OXDEQO,25,0.0956,0.594,441689,0.862,2.56e-06,F,0.752,-8.639,Minor,0.121,123.641,4/4,0.87
Soundtrack,John Williams,The Purpose of the Amendment,4LtXKhVu98BaTaRz49yKj1,25,0.979,0.156,187507,0.0218,0.941,G,0.0911,-24.895,Major,0.0421,133.212,4/4,0.0372
Childrenâs Music,Dijon,Bad Luck,7gC0vyC4M3VjVz94V9xe9b,42,0.113,0.431,127803,0.302,7.45e-06,G,0.376,-10.351,Major,0.0513,110.554,4/4,0.126
Opera,Johann Adolf Hasse,Keyboard Sonata No. 1 in G Major: II. Allegro,7J5Fo8cmyeQLBHFfnrGqd7,0,0.952,0.351,404773,0.237,0.889,F#,0.0613,-14.615,Major,0.0341,107.474,4/4,0.553
Opera,Georges Bizet,Premier Nocturne in F Major - Remastered,7FEVPp4sgvKhxhpMO14Vx4,21,0.991,0.263,282413,0.136,0.927,D,0.0942,-22.51,Major,0.0354,103.273,4/4,0.0378
Electronic,PEEKABOO,Maniac,7dtL3EKSsBkRmwVoJlep5j,44,0.000367,0.59,251586,0.93,0.653,C#,0.0921,-4.386,Major,0.0661,145.004,4/4,0.0821
Pop,Miguel,Pineapple Skies,19EnyPZhNPbRoCxAuv5pKD,67,0.026,0.654,281360,0.587,0.0,A#,0.589,-6.331,Major,0.0439,100.014,4/4,0.288
Hip-Hop,Kevin Roldan,Nadie Como Yo,6XGfoK5edwViiZlmv7kQcE,77,0.226,0.792,184253,0.37,1.32e-05,D#,0.0917,-7.906,Minor,0.198,80.099,4/4,0.76
Rap,Drake,Elevate,3szf2z1Cy1QMrtHrbn8rz9,73,0.015,0.758,184960,0.474,0.0,C#,0.116,-8.72,Major,0.146,76.062,4/4,0.0541
Anime,Tomohisa Sako,Sekaiha Koini Ochiteiru,5YNi60zmi4hzH0KdlpqvEH,20,0.0918,0.653,356347,0.656,2.73e-06,C,0.0719,-5.501,Major,0.0253,107.999,4/4,0.564
Hip-Hop,Logic,Paradise,0M2ZekrsEkru9Xp5rWnouQ,56,0.115,0.551,282173,0.747,0.0,G,0.0895,-7.911,Major,0.254,88.937,4/4,0.205
Ska,NOFX,Bob,5XhMeCYrRhQjL4sUoOmUCE,54,0.0227,0.571,122160,0.854,0.0,C,0.446,-6.191,Major,0.0694,90.396,4/4,0.767
Dance,Flying Lotus,Massage Situation,6OHWgUuDDedHRVhcg8vlaf,52,0.0108,0.603,167173,0.606,0.00157,D#,0.108,-5.06,Minor,0.0688,93.06,4/4,0.403
Comedy,Robin Williams,The Falklands,2K1Dfk57ZV46p0ZmOOeQBN,26,0.838,0.618,188873,0.463,0.0,E,0.893,-24.295,Major,0.953,67.17,4/4,0.223
Blues,The Blues Brothers,Messin' with the Kid - Live Version,4dHeBVpuKV1LXIrjrwVUn8,29,0.315,0.609,174000,0.795,0.00112,F#,0.701,-8.058,Minor,0.139,135.221,4/4,0.84
Anime,YURiKA,ããããµã,77wKtgevJjbDcHhvAT2Zqx,12,0.000796,0.52,199459,0.977,0.311,D,0.162,-2.649,Major,0.117,159.049,4/4,0.599
Childrenâs Music,Primus,John The Fisherman,4kiVGEOrzWmEUCxXU21rtN,56,0.00073,0.613,216733,0.948,0.00604,B,0.047,-3.085,Minor,0.0607,115.108,4/4,0.879
Hip-Hop,Baka Not Nice,Dope Game,20BSdaBpIUvUv6PUvqJN8l,63,0.0423,0.84,219429,0.539,1.34e-06,G,0.124,-6.146,Major,0.0965,140.016,4/4,0.07
Country,Colt Ford,The High Life (feat. Chase Rice),4BdoRSMhsiaAXM71CAgbyc,43,0.0207,0.553,245354,0.846,0.0,G,0.103,-5.612,Major,0.0389,149.985,4/4,0.962
Indie,for KING & COUNTRY,The Proof of Your Love,5pNavG44Qct8Vm5vQDDxYF,56,0.0984,0.396,197320,0.671,0.0,C,0.0844,-6.953,Minor,0.0351,156.072,4/4,0.257
Folk,Ryan Adams,Shake It Off,391ijHd2drZtRfz5v0LqLf,42,0.0407,0.57,246440,0.404,0.165,G,0.0651,-9.611,Major,0.0297,76.827,4/4,0.0796
Reggaeton,Victor Drija,Ãnica (Number One),0NXF8fW1UJIIrcKDp9BCrU,28,0.0298,0.694,239754,0.696,0.0,C,0.266,-6.316,Major,0.0524,126.016,4/4,0.502
Reggae,Symarip,Skinhead Moonstomp,5xY9cBSbw8AqfjET2v2wmK,45,0.0745,0.7,180933,0.591,0.0,G,0.0541,-6.037,Major,0.175,125.877,4/4,0.848
Childrenâs Music,New Medicine,Boy Like Me,29EJwvH9LY02dM3Q4RjRa4,46,0.0044,0.322,220333,0.854,0.0,C#,0.277,-5.782,Minor,0.0774,122.04,4/4,0.574
R&B,Remy Ma,Wake Me Up,3GvaQp4dS3htsegKXq7tUp,49,0.0834,0.667,227160,0.801,0.00557,B,0.513,-4.886,Minor,0.369,81.673,4/4,0.558
Movie,Francois Le Roux,Uterusor,5S6f5DtT4e4OinItpVhqam,0,0.766,0.526,373187,0.227,9.08e-06,C,0.104,-10.121,Minor,0.0488,105.974,3/4,0.347
Comedy,Bill Engvall,Free Range Chicken,2Zrnjl3XLOPKsQ6Dj0BdwB,33,0.792,0.557,174040,0.658,0.0,F,0.701,-16.683,Major,0.937,102.353,3/4,0.0795
Jazz,Paul Desmond,A Taste of Honey - Live,6PdC87pNlAOBZFRVhk2c3Q,54,0.918,0.492,271000,0.151,0.00352,F,0.11,-18.015,Minor,0.0421,124.919,3/4,0.214
Indie,Banes World,The Better Life,66tTIPNNYe2h8FJHT3PVaA,44,0.311,0.636,114426,0.494,0.0115,G,0.209,-11.742,Major,0.0331,79.944,4/4,0.935
Ska,The Mighty Mighty Bosstones,Where'd You Go?,575O9m13fxiVPzptAvJ0zP,33,0.00496,0.566,196427,0.764,0.00517,A,0.058,-9.153,Major,0.0441,137.697,4/4,0.905
Jazz,Summers Sons,079 (FloFilz Remix),6ZKvfr20W1zXxK3hPE1GGK,45,0.59,0.538,117547,0.566,2.71e-05,G,0.116,-8.368,Major,0.268,85.345,4/4,0.432
Blues,Thin Lizzy,Waiting for an Alibi,2QKmX3eS0AE5DTLhHT8F4I,25,0.0691,0.365,209427,0.834,0.00224,D#,0.0878,-8.507,Major,0.0861,148.648,4/4,0.572
Folk,The Felice Brothers,Undress,4Z532vjmAwMlEZTy8JJdTt,46,0.155,0.447,232219,0.708,0.0625,E,0.101,-8.446,Major,0.0408,132.359,4/4,0.433
World,Passion,Here Is Love - Live,7MfQO0woDmcayudorZFdNa,31,0.00336,0.172,333080,0.731,0.00098,G,0.121,-6.114,Major,0.0369,169.315,3/4,0.203
Comedy,Kevin Hart,Laugh - Live From The Laff House,5p6HxMUEz9Y7n8B7saTTNJ,20,0.898,0.47,168862,0.419,0.0,C#,0.707,-16.759,Minor,0.443,88.064,4/4,0.863
Soul,Johnny Rain,...Fuck,2O2Xy7s2Ou2AvqEZfiOrAe,41,0.268,0.463,229695,0.28,1.75e-05,C,0.214,-13.15,Major,0.384,78.777,4/4,0.225
Dance,Steve Aoki,Lie To Me,5EjteSNTqatIHXgMEFhfFC,58,0.0772,0.624,179094,0.819,0.000287,D#,0.282,-2.857,Minor,0.0496,109.759,4/4,0.638
Comedy,Brad Williams,When You Get Offended on Behalf of Another Group,4hPb9iAsM8gf8EuXVYLqNz,23,0.787,0.74,155864,0.419,0.0,A,0.45,-23.249,Major,0.95,105.885,4/4,0.487
World,Hillsong Worship,"The Father's Heart - Live At Dominion Theatre, London/2010",5vAl4jzUseACbjOcrh0htI,27,0.0186,0.465,364600,0.665,0.000955,A,0.719,-7.859,Major,0.0336,122.034,4/4,0.0845
Blues,Queens of the Stone Age,No One Knows,6NvRxjfYkkT2SpirAlmsjH,63,0.0359,0.507,278707,0.588,0.000129,C,0.373,-4.881,Major,0.0641,170.889,4/4,0.637
Soundtrack,Marco Beltrami,Too Many Deaths,5LSdJcXhxQ9Dl5BEiC394W,27,0.89,0.443,80533,0.467,0.954,D,0.0786,-17.234,Minor,0.0375,100.033,4/4,0.0366
Ska,Direct Hit!,On & On,3REmX0eETawbrcAaukfMJm,22,0.00788,0.14,177480,0.617,0.00166,D#,0.37,-8.13,Major,0.0619,187.937,4/4,0.0708
Comedy,Adam Sandler,Creepin' On The Mayor,5cFCFwaC64JGEK6f7uNk8B,14,0.149,0.654,76507,0.366,0.0,B,0.196,-16.321,Major,0.557,101.01,4/4,0.505
R&B,Tove Lo,hey you got drugs?,73kadnv7SduzhApfRUv5C0,58,0.301,0.625,258033,0.706,0.0,A,0.0735,-4.604,Major,0.0326,123.019,4/4,0.273
Electronic,Aphex Twin,Pulsewidth,643gyipSU7dkmrFhJ8UAIm,46,0.42,0.765,228053,0.486,0.876,C#,0.332,-14.671,Major,0.0724,119.319,4/4,0.303
Pop,blackbear,Suckerz,6oydH4kg19T0VMEW5xjZhN,57,0.289,0.589,183933,0.432,0.0,C,0.112,-9.055,Minor,0.2,135.911,4/4,0.569
Country,Zac Brown Band,My Old Man,6OzujJBXwYPxJ7KeqflLtr,59,0.819,0.64,227222,0.196,3.63e-05,E,0.0978,-11.478,Major,0.0267,143.919,4/4,0.301
Soundtrack,Rupert Gregson-Williams,Dressing Down,2Vnb8Wdkxck7AKCLEYmgBW,28,0.938,0.203,189253,0.207,0.94,A,0.103,-19.973,Minor,0.0374,83.915,4/4,0.103
Pop,BROCKHAMPTON,1997 DIANA,55jQMevNp7aWtiW5LPlPoa,60,0.0288,0.805,135766,0.719,0.0,G#,0.327,-7.643,Major,0.324,137.096,4/4,0.906
Soundtrack,Javier Navarrete,Deep Forest,4WBQ1MA8kfkt0W5yGgRV04,21,0.784,0.0849,348880,0.15,0.884,F,0.221,-13.836,Major,0.0324,78.949,4/4,0.0412
Rap,Pitbull,Hey Baby (Drop It to the Floor),3rfhI32Il2hVRKDkuGeeen,63,0.0435,0.595,234453,0.913,0.0,A#,0.259,-3.428,Minor,0.0884,128.021,4/4,0.762
Soundtrack,Howard Shore,The Ring Goes South,6IQY3GEMC2B3mchMvi4NZj,51,0.919,0.134,123000,0.138,0.872,A,0.112,-14.987,Minor,0.0375,80.007,4/4,0.0798
World,Delirious?,I Could Sing Of Your Love Forever,1GpPe9T2C59shZievJKRM5,32,0.583,0.402,370498,0.542,0.000639,F,0.0887,-7.716,Major,0.0293,95.004,4/4,0.441
Comedy,Maria Bamford,Goddess Of Little Lake Pequaym,5QpNRNopGrsKaFYoEpXuKR,18,0.762,0.57,146053,0.73,0.0,D,0.693,-7.758,Major,0.886,112.381,4/4,0.737
Jazz,Kenny G,Silver Bells,5jHHcVbCUQYkcnyzobYTjF,35,0.146,0.362,238333,0.501,0.841,F,0.528,-9.87,Major,0.0378,137.548,3/4,0.577
Movie,Emmanuel Moire,Le Sourire,0nOgYYOMkI9zXc7yUPXJR1,22,0.332,0.391,236400,0.675,0.0,A,0.0929,-5.773,Major,0.0275,156.019,4/4,0.369
Electronic,Dillon Francis,Love in the Middle of a Firefight,21AHQlJa5Q0s1Jx2PeulUD,47,0.00465,0.486,199187,0.739,0,D,0.0428,-2.714,Minor,0.0255,93.984,4/4,0.274
Reggaeton,Carlitos Rossy,Quedate Tranquila,5w3PIDXOWqhWfgj0zoy8fK,25,0.276,0.63,227653,0.668,0.0,A,0.123,-7.88,Major,0.0632,179.981,4/4,0.501
Reggaeton,Kale âLa EvoluciÃ³nâ,Piden ReggaetÃ³n,7hwyF0uQ9EBFLCdZvwxmhj,37,0.144,0.788,220933,0.874,0.0,B,0.347,-2.199,Major,0.179,95.053,4/4,0.82
R&B,CyHi The Prynce,No Dope On Sundays,3rOxgWzyypJIRFCDZHLFIS,46,0.315,0.489,382962,0.732,0.0,F,0.148,-5.823,Minor,0.351,138.361,4/4,0.444
Dance,Major Lazer,Lean On,5wldXGLEOoRXxMWJ8rIUWE,72,0.00346,0.723,176561,0.809,0.00123,G,0.565,-3.081,Minor,0.0625,98.007,4/4,0.274
Reggae,The Cat Empire,On My Way,0vR7ni3Y2b1oVVYVA0jD9M,38,0.0636,0.449,197947,0.728,0.000451,B,0.131,-7.699,Minor,0.0272,163.631,4/4,0.731
Dance,Alessia Cara,Growing Pains,003eoIwxETJujVWmNFMoZy,66,0.0822,0.353,193680,0.755,0,C#,0.39,-6.276,Minor,0.733,191.153,4/4,0.437
Soundtrack,Nino Rota,Rota: Sonata for Flute and Harp: II. Andante sostenuto,6c6NFKHhHaR87NIdwvxdiv,31,0.955,0.311,265000,0.0706,0.882,D#,0.102,-21.843,Major,0.0506,89.472,4/4,0.0553
Opera,Gaetano Donizetti,"Donizetti: Linda di Chamounix, Act 1 Scene 3: No. 3, Recitativo e Cavatina, ""Ah! tardai troppo â¦ O luce di quest'anima"" (Linda)",4yGFEqz8BaxLTRXzmNVEXf,11,0.967,0.395,344293,0.0804,2.81e-05,C,0.0761,-20.886,Major,0.052,115.183,5/4,0.0552
Dance,Juanes,La Plata (feat. Lalo Ebratt),7Eso5mURNFprb5PmhOXDlf,78,0.201,0.762,195493,0.74,0,C#,0.275,-4.72,Minor,0.226,167.881,4/4,0.961
R&B,James Blake,Barefoot In The Park (feat. ROSALÃA),3onYsieuDICdVt5ULZSExF,71,0.832,0.558,211200,0.632,0.105,A,0.198,-8.339,Minor,0.284,161.764,4/4,0.519
World,Arthur Russell,Love Is Overtaking Me,7G3hG9Gawo7dXLQTapnNUq,29,0.284,0.567,219720,0.624,0.000489,D,0.133,-12.686,Major,0.0338,149.466,4/4,0.756
Jazz,The Whispers,Lady,7sPLPOIORz3sLE2oNbpndr,39,0.353,0.495,307507,0.393,3.42e-05,A,0.138,-8.634,Minor,0.0593,67.953,4/4,0.71
Jazz,Jacky Terrasson,Oh My Love,7B9k6g53ej7YkWRqY5W7t6,36,0.968,0.532,284680,0.0867,0.00366,C#,0.104,-16.7,Minor,0.0365,127.043,4/4,0.256
Childrenâs Music,The Black Crowes,Hard To Handle,05NYcsjJwOYq4jIiKPVj9p,67,0.00257,0.599,188067,0.79,0.00181,E,0.312,-3.58,Major,0.043,103.783,4/4,0.961
Children's Music,Music For Little People Choir,Jack And Jill,3PaC8gezvAqjWJSyGZguT7,0,0.908,0.922,93467,0.242,0.0,G,0.128,-11.711,Major,0.0914,101.001,4/4,0.742
Folk,Neutral Milk Hotel,Two-Headed Boy Pt. 2,6lnZW2wFfcTABaoRJUgMyx,48,0.697,0.448,313973,0.365,0.0,G#,0.136,-7.159,Major,0.0264,91.19,3/4,0.134
Comedy,Michael Ian Black,Very Famous,776I4uCryOGSjDn6foCXoZ,19,0.215,0.5,98973,0.745,2.29e-06,B,0.836,-8.531,Major,0.574,72.368,4/4,0.303
Folk,Spoon,Me and the Bean,5gxRZUoun1qlxv1DUOmgL7,45,0.00491,0.665,213800,0.646,0.000204,E,0.199,-7.949,Minor,0.0394,133.724,4/4,0.962
Comedy,Franco Escamilla,Rosas Amarillas (feat. Edgar Oceransky),6i3Czl2ensFpWnlGMLUw2S,38,0.552,0.58,255356,0.519,3.85e-06,G,0.16,-12.45,Major,0.0662,159.973,4/4,0.818
Folk,James Taylor,If I Keep My Heart Out of Sight,7tD1CgmaggmwHSit9vVjf2,50,0.851,0.601,177907,0.197,0.00141,F#,0.131,-14.2,Minor,0.0353,72.647,4/4,0.255
Dance,Steve Aoki,ILYSM,6fpnHGeOWdw4nH0DSpmxbV,59,0.0482,0.651,200952,0.884,0.154,C#,0.135,-3.557,Major,0.0326,125.998,4/4,0.377
Electronic,Brillz,Fourth Kind,0lVPuiG7STCw4FvYkI08UC,27,0.0369,0.696,231692,0.868,0.000587,A#,0.152,-4.766,Major,0.134,129.985,4/4,0.502
Folk,Fleet Foxes,In The Morning - Live in Switzerland,0ll9N65h5uyzAJV6GFAfAV,43,0.568,0.395,242213,0.529,0.00188,F,0.701,-8.778,Major,0.0309,79.098,4/4,0.316
World,Hillsong Worship,From The Inside Out - Live / The Very Best Of Hillsong Live Album Version,0RrijXwboQhKF5Nc8OEfJc,31,0.056,0.439,260336,0.531,0.0,C,0.103,-7.604,Major,0.0269,137.877,4/4,0.113
